# taxa  Frequency(n)   propn
#  916   00000000010000000000   1   
#  917   00000000010000000000   1   
#  918   00000000010000000000   1   
#  919   00000000010000000000   1   
#  920   00000000010000000000   1   
#  921   00000000010000000000   1   
#  922   00000000010000000000   1   
#  923   00000000010000000000   1   
#  924   00000000010000000000   1   
#  925   00000000010000000000   1   
#  926   00000000010000000000   1   
#  927   00000000010000000000   1   
#  928   00000000010000000000   1   
#  929   00000000010000000000   1   
#  930   00000000010000000000   1   
#  931   00000000010000000000   1   
#  932   00000000010000000000   1   
#  933   00000000010000000000   1   
#  934   00000000010000000000   1   
#  935   00000000010000000000   1   
#  936   00000000010000000000   1   
#  937   00000000010000000000   1   
#  938   00000000010000000000   1   
#  939   00000000010000000000   1   
#  940   00000000010000000000   1   
#  941   00000000010000000000   1   
#  942   00000000010000000000   1   
#  943   00000000010000000000   1   
#  944   00000000010000000000   1   
#  945   00000000010000000000   1   
#  946   00000000010000000000   1   
#  947   00000000010000000000   1   
#  948   00000000010000000000   1   
#  949   00000000010000000000   1   
#  950   00000000010000000000   1   
#  951   00000000010000000000   1   
#  952   00000000010000000000   1   
#  953   00000000010000000000   1   
#  954   00000000010000000000   1   
#  955   00000000010000000000   1   
#  956   00000000010000000000   1   
#  957   00000000010000000000   1   
#  958   00000000010000000000   1   
#  959   00000000010000000000   1   
#  960   00000000010000000000   1   
#  961   00000000010000000000   1   
#  962   00000000010000000000   1   
#  963   00000000010000000000   1   
#  964   00000000010000000000   1   
#  965   00000000010000000000   1   
#  966   00000000010000000000   1   
#  967   00000000010000000000   1   
#  968   00000000010000000000   1   
#  969   00000000010000000000   1   
#  970   00000000010000000000   1   
#  971   00000000010000000000   1   
#  972   00000000010000000000   1   
#  973   00000000010000000000   1   
#  974   00000000010000000000   1   
#  975   00000000010000000000   1   
#  976   00000000010000000000   1   
#  977   00000000010000000000   1   
#  978   00000000010000000000   1   
#  979   00000000010000000000   1   
#  980   00000000010000000000   1   
#  981   00000000010000000000   1   
#  982   00000000010000000000   1   
#  983   00000000010000000000   1   
#  984   00000000010000000000   1   
#  985   00000000010000000000   1   
#  986   00000000010000000000   1   
#  987   00000000010000000000   1   
#  988   00000000010000000000   1   
#  989   00000000010000000000   1   
#  990   00000000010000000000   1   
#  991   00000000010000000000   1   
#  992   00000000010000000000   1   
#  993   00000000010000000000   1   
#  994   00000000010000000000   1   
#  995   00000000010000000000   1   
#  996   00000000010000000000   1   
#  997   00000000010000000000   1   
#  998   00000000010000000000   1   
#  999   00000000010000000000   1   
# 1000   00000000010000000000   1   
# 1001   00000000010000000000   1   
# 1002   00000000010000000000   1   
# 1003   00000000010000000000   1   
# 1004   00000000010000000000   1   
# 1005   00000000010000000000   1   
# 1006   00000000010000000000   1   
# 1007   00000000010000000000   1   
# 1008   00000000010000000000   1   
# 1009   00000000010000000000   1   
# 1010   00000000010000000000   1   
# 1011   00000000010000000000   1   
# 1012   00000000010000000000   1   
# 1013   00000000010000000000   1   
# 1014   00000000010000000000   1   
# 1015   00000000010000000000   1   
# 1016   00000000010000000000   1   
# 1017   00000000010000000000   1   
# 1018   00000000010000000000   1   
# 1019   00000000010000000000   1   
# 1020   00000000010000000000   1   
# 1021   00000000010000000000   1   
# 1022   00000000010000000000   1   
# 1023   00000000010000000000   1   
# 1024   00000000010000000000   1   
# 1025   00000000010000000000   1   
# 1026   00000000010000000000   1   
# 1027   00000000010000000000   1   
# 1028   00000000010000000000   1   
# 1029   00000000010000000000   1   
# 1030   00000000010000000000   1   
# 1031   00000000010000000000   1   
# 1032   00000000010000000000   1   
# 1033   00000000010000000000   1   
# 1034   00000000010000000000   1   
# 1035   00000000010000000000   1   
# 1036   00000000010000000000   1   
# 1037   00000000010000000000   1   
# 1038   00000000010000000000   1   
# 1039   00000000010000000000   1   
# 1040   00000000010000000000   1   
# 1041   00000000010000000000   1   
# 1042   00000000010000000000   1   
# 1043   00000000010000000000   1   
# 1044   00000000010000000000   1   
# 1045   00000000010000000000   1   
# 1046   00000000010000000000   1   
# 1047   00000000010000000000   1   
# 1048   00000000010000000000   1   
# 1049   00000000010000000000   1   
# 1050   00000000010000000000   1   
# 1051   00000000010000000000   1   
# 1052   00000000010000000000   1   
# 1053   00000000010000000000   1   
# 1054   00000000010000000000   1   
# 1055   00000000010000000000   1   
# 1056   00000000010000000000   1   
# 1057   00000000010000000000   1   
# 1058   00000000010000000000   1   
# 1059   00000000010000000000   1   
# 1060   00000000010000000000   1   
# 1061   00000000010000000000   1   
# 1062   00000000010000000000   1   
# 1063   00000000010000000000   1   
# 1064   00000000010000000000   1   
# 1065   00000000010000000000   1   
# 1066   00000000010000000000   1   
# 1067   00000000010000000000   1   
# 1068   00000000010000000000   1   
# 1069   00000000010000000000   1   
# 1070   00000000010000000000   1   
# 1071   00000000010000000000   1   
# 1072   00000000010000000000   1   
# 1073   00000000010000000000   1   
# 1074   00000000010000000000   1   
# 1075   00000000010000000000   1   
# 1076   00000000010000000000   1   
# 1077   00000000010000000000   1   
# 1078   00000000010000000000   1   
# 1079   00000000010000000000   1   
# 1080   00000000010000000000   1   
# 1081   00000000010000000000   1   
# 1082   00000000010000000000   1   
# 1083   00000000010000000000   1   
# 1084   00000000010000000000   1   
# 1085   00000000010000000000   1   
# 1086   00000000010000000000   1   
# 1087   00000000010000000000   1   
# 1088   00000000010000000000   1   
# 1089   00000000010000000000   1   
# 1090   00000000010000000000   1   
# 1091   00000000010000000000   1   
# 1092   00000000010000000000   1   
# 1093   00000000010000000000   1   
# 1094   00000000010000000000   1   
# 1095   00000000010000000000   1   
# 1096   00000000010000000000   1   
# 1097   00000000010000000000   1   
# 1098   00000000010000000000   1   
# 1099   00000000010000000000   1   
# 1100   00000000010000000000   1   
# 1101   00000000010000000000   1   
# 1102   00000000010000000000   1   
# 1103   00000000010000000000   1   
# 1104   00000000010000000000   1   
# 1105   00000000010000000000   1   
# 1106   00000000010000000000   1   
# 1107   00000000010000000000   1   
# 1108   00000000010000000000   1   
# 1109   00000000010000000000   1   
# 1110   00000000010000000000   1   
# 1111   00000000010000000000   1   
# 1112   00000000010000000000   1   
# 1113   00000000010000000000   1   
# 1114   00000000010000000000   1   
# 1115   00000000010000000000   1   
# 1116   00000000010000000000   1   
# 1117   00000000010000000000   1   
# 1118   00000000010000000000   1   
# 1119   00000000010000000000   1   
# 1120   00000000010000000000   1   
# 1121   00000000010000000000   1   
# 1122   00000000010000000000   1   
# 1123   00000000010000000000   1   
# 1124   00000000010000000000   1   
# 1125   00000000010000000000   1   
# 1126   00000000010000000000   1   
# 1127   00000000010000000000   1   
# 1128   00000000010000000000   1   
# 1129   00000000010000000000   1   
# 1130   00000000010000000000   1   
# 1131   00000000010000000000   1   
# 1132   00000000010000000000   1   
# 1133   00000000010000000000   1   
# 1134   00000000010000000000   1   
# 1135   00000000010000000000   1   
# 1136   00000000010000000000   1   
# 1137   00000000010000000000   1   
# 1138   00000000010000000000   1   
# 1139   00000000010000000000   1   
# 1140   00000000010000000000   1   
# 1141   00000000010000000000   1   
# 1142   00000000010000000000   1   
# 1143   00000000010000000000   1   
# 1144   00000000010000000000   1   
# 1145   00000000010000000000   1   
# 1146   00000000010000000000   1   
# 1147   00000000010000000000   1   
# 1148   00000000010000000000   1   
# 1149   00000000010000000000   1   
# 1150   00000000010000000000   1   
# 1151   00000000010000000000   1   
# 1152   00000000010000000000   1   
# 1153   00000000010000000000   1   
# 1154   00000000010000000000   1   
# 1155   00000000010000000000   1   
# 1156   00000000010000000000   1   
# 1157   00000000010000000000   1   
# 1158   00000000010000000000   1   
# 1159   00000000010000000000   1   
# 1160   00000000010000000000   1   
# 1161   00000000010000000000   1   
# 1162   00000000010000000000   1   
# 1163   00000000010000000000   1   
# 1164   00000000010000000000   1   
# 1165   00000000010000000000   1   
# 1166   00000000010000000000   1   
# 1167   00000000010000000000   1   
# 1168   00000000010000000000   1   
# 1169   00000000010000000000   1   
# 1170   00000000010000000000   1   
# 1171   00000000010000000000   1   
# 1172   00000000010000000000   1   
# 1173   00000000010000000000   1   
# 1174   00000000010000000000   1   
# 1175   00000000010000000000   1   
# 1176   00000000010000000000   1   
# 1177   00000000010000000000   1   
# 1178   00000000010000000000   1   
# 1179   00000000010000000000   1   
# 1180   00000000010000000000   1   
# 1181   00000000010000000000   1   
# 1182   00000000010000000000   1   
# 1183   00000000010000000000   1   
# 1184   00000000010000000000   1   
# 1185   00000000010000000000   1   
# 1186   00000000010000000000   1   
# 1187   00000000010000000000   1   
# 1188   00000000010000000000   1   
# 1189   00000000010000000000   1   
# 1190   00000000010000000000   1   
# 1191   00000000010000000000   1   
# 1192   00000000010000000000   1   
# 1193   00000000010000000000   1   
# 1194   00000000010000000000   1   
# 1195   00000000010000000000   1   
# 1196   00000000010000000000   1   
# 1197   00000000010000000000   1   
# 1198   00000000010000000000   1   
# 1199   00000000010000000000   1   
# 1200   00000000010000000000   1   
# 1201   00000000010000000000   1   
# 1202   00000000010000000000   1   
# 1203   00000000010000000000   1   
# 1204   00000000010000000000   1   
# 1205   00000000010000000000   1   
# 1206   00000000010000000000   1   
# 1207   00000000010000000000   1   
# 1208   00000000010000000000   1   
# 1209   00000000010000000000   1   
# 1210   00000000010000000000   1   
# 1211   00000000010000000000   1   
# 1212   00000000010000000000   1   
# 1213   00000000010000000000   1   
# 1214   00000000010000000000   1   
# 1215   00000000010000000000   1   
# 1216   00000000010000000000   1   
# 1217   00000000010000000000   1   
# 1218   00000000010000000000   1   
# 1219   00000000010000000000   1   
# 1220   00000000010000000000   1   
# 1221   00000000010000000000   1   
# 1222   00000000010000000000   1   
# 1223   00000000010000000000   1   
# 1224   00000000010000000000   1   
# 1225   00000000010000000000   1   
# 1226   00000000010000000000   1   
# 1227   00000000010000000000   1   
# 1228   00000000010000000000   1   
# 1229   00000000010000000000   1   
# 1230   00000000010000000000   1   
# 1231   00000000010000000000   1   
# 1232   00000000010000000000   1   
# 1233   00000000010000000000   1   
# 1234   00000000010000000000   1   
# 1235   00000000010000000000   1   
# 1236   00000000010000000000   1   
# 1237   00000000010000000000   1   
# 1238   00000000010000000000   1   
# 1239   00000000010000000000   1   
# 1240   00000000010000000000   1   
# 1241   00000000010000000000   1   
# 1242   00000000010000000000   1   
# 1243   00000000010000000000   1   
# 1244   00000000010000000000   1   
# 1245   00000000010000000000   1   
# 1246   00000000010000000000   1   
# 1247   00000000010000000000   1   
# 1248   00000000010000000000   1   
# 1249   00000000010000000000   1   
# 1250   00000000010000000000   1   
# 1251   00000000010000000000   1   
# 1252   00000000010000000000   1   
# 1253   00000000010000000000   1   
# 1254   00000000010000000000   1   
# 1255   00000000010000000000   1   
# 1256   00000000010000000000   1   
# 1257   00000000010000000000   1   
# 1258   00000000010000000000   1   
# 1259   00000000010000000000   1   
# 1260   00000000010000000000   1   
# 1261   00000000010000000000   1   
# 1262   00000000010000000000   1   
# 1263   00000000010000000000   1   
# 1264   00000000010000000000   1   
# 1265   00000000010000000000   1   
# 1266   00000000010000000000   1   
# 1267   00000000010000000000   1   
# 1268   00000000010000000000   1   
# 1269   00000000010000000000   1   
# 1270   00000000010000000000   1   
# 1271   00000000010000000000   1   
# 1272   00000000010000000000   1   
# 1273   00000000010000000000   1   
# 1274   00000000010000000000   1   
# 1275   00000000010000000000   1   
# 1276   00000000010000000000   1   
# 1277   00000000010000000000   1   
# 1278   00000000010000000000   1   
# 1279   00000000010000000000   1   
# 1280   00000000010000000000   1   
# 1281   00000000010000000000   1   
# 1282   00000000010000000000   1   
# 1283   00000000010000000000   1   
# 1284   00000000010000000000   1   
# 1285   00000000010000000000   1   
# 1286   00000000010000000000   1   
# 1287   00000000010000000000   1   
# 1288   00000000010000000000   1   
# 1289   00000000010000000000   1   
# 1290   00000000010000000000   1   
# 1291   00000000010000000000   1   
# 1292   00000000010000000000   1   
# 1293   00000000010000000000   1   
# 1294   00000000010000000000   1   
# 1295   00000000010000000000   1   
# 1296   00000000010000000000   1   
# 1297   00000000010000000000   1   
# 1298   00000000010000000000   1   
# 1299   00000000010000000000   1   
# 1300   00000000010000000000   1   
# 1301   00000000010000000000   1   
# 1302   00000000010000000000   1   
# 1303   00000000010000000000   1   
# 1304   00000000010000000000   1   
# 1305   00000000010000000000   1   
# 1306   00000000010000000000   1   
# 1307   00000000010000000000   1   
# 1308   00000000010000000000   1   
# 1309   00000000010000000000   1   
# 1310   00000000010000000000   1   
# 1311   00000000010000000000   1   
# 1312   00000000010000000000   1   
# 1313   00000000010000000000   1   
# 1314   00000000010000000000   1   
# 1315   00000000010000000000   1   
# 1316   00000000010000000000   1   
# 1317   00000000010000000000   1   
# 1318   00000000010000000000   1   
# 1319   00000000010000000000   1   
# 1320   00000000010000000000   1   
# 1321   00000000010000000000   1   
# 1322   00000000010000000000   1   
# 1323   00000000010000000000   1   
# 1324   00000000010000000000   1   
# 1325   00000000010000000000   1   
# 1326   00000000010000000000   1   
# 1327   00000000010000000000   1   
# 1328   00000000010000000000   1   
# 1329   00000000010000000000   1   
# 1330   00000000010000000000   1   
# 1331   00000000010000000000   1   
# 1332   00000000010000000000   1   
# 1333   00000000010000000000   1   
# 1334   00000000010000000000   1   
# 1335   00000000010000000000   1   
# 1336   00000000010000000000   1   
# 1337   00000000010000000000   1   
# 1338   00000000010000000000   1   
# 1339   00000000010000000000   1   
# 1340   00000000010000000000   1   
# 1341   00000000010000000000   1   
# 1342   00000000010000000000   1   
# 1343   00000000010000000000   1   
# 1344   00000000010000000000   1   
# 1345   00000000010000000000   1   
# 1346   00000000010000000000   1   
# 1347   00000000010000000000   1   
# 1348   00000000010000000000   1   
# 1349   00000000010000000000   1   
# 1350   00000000010000000000   1   
# 1351   00000000010000000000   1   
# 1352   00000000010000000000   1   
# 1353   00000000010000000000   1   
# 1354   00000000010000000000   1   
# 1355   00000000010000000000   1   
# 1356   00000000010000000000   1   
# 1357   00000000010000000000   1   
# 1358   00000000010000000000   1   
# 1359   00000000010000000000   1   
# 1360   00000000010000000000   1   
# 1361   00000000010000000000   1   
# 1362   00000000010000000000   1   
# 1363   00000000010000000000   1   
# 1364   00000000010000000000   1   
# 1365   00000000010000000000   1   
# 1366   00000000010000000000   1   
# 1367   00000000010000000000   1   
# 1368   00000000010000000000   1   
# 1369   00000000010000000000   1   
# 1370   00000000010000000000   1   
# 1371   00000000010000000000   1   
# 1372   00000000010000000000   1   
# 1373   00000000010000000000   1   
# 1374   00000000010000000000   1   
# 1375   00000000010000000000   1   
# 1376   00000000010000000000   1   
# 1377   00000000010000000000   1   
# 1378   00000000010000000000   1   
# 1379   00000000010000000000   1   
# 1380   00000000010000000000   1   
# 1381   00000000010000000000   1   
# 1382   00000000010000000000   1   
# 1383   00000000010000000000   1   
# 1384   00000000010000000000   1   
# 1385   00000000010000000000   1   
# 1386   00000000010000000000   1   
# 1387   00000000010000000000   1   
# 1388   00000000010000000000   1   
# 1389   00000000010000000000   1   
# 1390   00000000010000000000   1   
# 1391   00000000010000000000   1   
# 1392   00000000010000000000   1   
# 1393   00000000010000000000   1   
# 1394   00000000010000000000   1   
# 1395   00000000010000000000   1   
# 1396   00000000010000000000   1   
# 1397   00000000010000000000   1   
# 1398   00000000010000000000   1   
# 1399   00000000010000000000   1   
# 1400   00000000010000000000   1   
# 1401   00000000010000000000   1   
# 1402   00000000010000000000   1   
# 1403   00000000010000000000   1   
# 1404   00000000010000000000   1   
# 1405   00000000010000000000   1   
# 1406   00000000010000000000   1   
# 1407   00000000010000000000   1   
# 1408   00000000010000000000   1   
# 1409   00000000010000000000   1   
# 1410   00000000010000000000   1   
# 1411   00000000010000000000   1   
# 1412   00000000010000000000   1   
# 1413   00000000010000000000   1   
# 1414   00000000010000000000   1   
# 1415   00000000010000000000   1   
# 1416   00000000010000000000   1   
# 1417   00000000010000000000   1   
# 1418   00000000010000000000   1   
# 1419   00000000010000000000   1   
# 1420   00000000010000000000   1   
# 1421   00000000010000000000   1   
# 1422   00000000010000000000   1   
# 1423   00000000010000000000   1   
# 1424   00000000010000000000   1   
# 1425   00000000010000000000   1   
# 1426   00000000010000000000   1   
# 1427   00000000010000000000   1   
# 1428   00000000010000000000   1   
# 1429   00000000010000000000   1   
# 1430   00000000010000000000   1   
# 1431   00000000010000000000   1   
# 1432   00000000010000000000   1   
# 1433   00000000010000000000   1   
# 1434   00000000010000000000   1   
# 1435   00000000010000000000   1   
# 1436   00000000010000000000   1   
# 1437   00000000010000000000   1   
# 1438   00000000010000000000   1   
# 1439   00000000010000000000   1   
# 1440   00000000010000000000   1   
# 1441   00000000010000000000   1   
# 1442   00000000010000000000   1   
# 1443   00000000010000000000   1   
# 1444   00000000010000000000   1   
# 1445   00000000010000000000   1   
# 1446   00000000010000000000   1   
# 1447   00000000010000000000   1   
# 1448   00000000010000000000   1   
# 1449   00000000010000000000   1   
# 1450   00000000010000000000   1   
# 1451   00000000010000000000   1   
# 1452   00000000010000000000   1   
# 1453   00000000010000000000   1   
# 1454   00000000010000000000   1   
# 1455   00000000010000000000   1   
# 1456   00000000010000000000   1   
# 1457   00000000010000000000   1   
# 1458   00000000010000000000   1   
# 1459   00000000010000000000   1   
# 1460   00000000010000000000   1   
# 1461   00000000010000000000   1   
# 1462   00000000010000000000   1   
# 1463   00000000010000000000   1   
# 1464   00000000010000000000   1   
# 1465   00000000010000000000   1   
# 1466   00000000010000000000   1   
# 1467   00000000010000000000   1   
# 1468   00000000010000000000   1   
# 1469   00000000010000000000   1   
# 1470   00000000010000000000   1   
# 1471   00000000010000000000   1   
# 1472   00000000010000000000   1   
# 1473   00000000010000000000   1   
# 1474   00000000010000000000   1   
# 1475   00000000010000000000   1   
# 1476   00000000010000000000   1   
# 1477   00000000010000000000   1   
# 1478   00000000010000000000   1   
# 1479   00000000010000000000   1   
# 1480   00000000010000000000   1   
# 1481   00000000010000000000   1   
# 1482   00000000010000000000   1   
# 1483   00000000010000000000   1   
# 1484   00000000010000000000   1   
# 1485   00000000010000000000   1   
# 1486   00000000010000000000   1   
# 1487   00000000010000000000   1   
# 1488   00000000010000000000   1   
# 1489   00000000010000000000   1   
# 1490   00000000010000000000   1   
# 1491   00000000010000000000   1   
# 1492   00000000010000000000   1   
# 1493   00000000010000000000   1   
# 1494   00000000010000000000   1   
# 1495   00000000010000000000   1   
# 1496   00000000010000000000   1   
# 1497   00000000010000000000   1   
# 1498   00000000010000000000   1   
# 1499   00000000010000000000   1   
# 1500   00000000010000000000   1   
# 1501   00000000010000000000   1   
# 1502   00000000010000000000   1   
# 1503   00000000010000000000   1   
# 1504   00000000010000000000   1   
# 1505   00000000010000000000   1   
# 1506   00000000010000000000   1   
# 1507   00000000010000000000   1   
# 1508   00000000010000000000   1   
# 1509   00000000010000000000   1   
# 1510   00000000010000000000   1   
# 1511   00000000010000000000   1   
# 1512   00000000010000000000   1   
# 1513   00000000010000000000   1   
# 1514   00000000010000000000   1   
# 1515   00000000010000000000   1   
# 1516   00000000010000000000   1   
# 1517   00000000010000000000   1   
# 1518   00000000010000000000   1   
# 1519   00000000010000000000   1   
# 1520   00000000010000000000   1   
# 1521   00000000010000000000   1   
# 1522   00000000010000000000   1   
# 1523   00000000010000000000   1   
# 1524   00000000010000000000   1   
# 1525   00000000010000000000   1   
# 1526   00000000010000000000   1   
# 1527   00000000010000000000   1   
# 1528   00000000010000000000   1   
# 1529   00000000010000000000   1   
# 1530   00000000010000000000   1   
# 1531   00000000010000000000   1   
# 1532   00000000010000000000   1   
# 1533   00000000010000000000   1   
# 1534   00000000010000000000   1   
# 1535   00000000010000000000   1   
# 1536   00000000010000000000   1   
# 1537   00000000010000000000   1   
# 1538   00000000010000000000   1   
# 1539   00000000010000000000   1   
# 1540   00000000010000000000   1   
# 1541   00000000010000000000   1   
# 1542   00000000010000000000   1   
# 1543   00000000010000000000   1   
# 1544   00000000010000000000   1   
# 1545   00000000010000000000   1   
# 1546   00000000010000000000   1   
# 1547   00000000010000000000   1   
# 1548   00000000010000000000   1   
# 1549   00000000010000000000   1   
# 1550   00000000010000000000   1   
# 1551   00000000000000000001   1   
# 1552   00000000000000000001   1   
# 1553   00000000000000000001   1   
# 1554   00000000000000000001   1   
# 1555   00000001000000000001   2   
# 1556   00000001000000000001   2   
# 1557   00000001000000000001   2   
# 1558   00000001000000000001   2   
# 1559   00000001000000000001   2   
# 1560   00000001000000000001   2   
# 1561   00000001000000000001   2   
# 1562   00000001000000000001   2   
# 1563   00000001000000000001   2   
# 1564   00000001000000000001   2   
# 1565   00000001000000000001   2   
# 1566   00000001000000000001   2   
# 1567   00000001000000000001   2   
# 1568   00000001000000000001   2   
# 1569   00000001000000000001   2   
# 1570   00000001000000000001   2   
# 1571   00000001000000000001   2   
# 1572   00000001000000000001   2   
# 1573   00000001000000000001   2   
# 1574   00000001000000000001   2   
# 1575   00000001000000000001   2   
# 1576   00000001000000000001   2   
# 1577   00000001000000000001   2   
# 1578   00000001000000000001   2   
# 1579   00000001000000000001   2   
# 1580   00000001000000000001   2   
# 1581   00000001000000000001   2   
# 1582   00000001000000000001   2   
# 1583   00000001000000000001   2   
# 1584   00000001000000000001   2   
# 1585   00000001000000000001   2   
# 1586   00000001000000000001   2   
# 1587   00000001000000000001   2   
# 1588   00000001000000000001   2   
# 1589   00000001000000000001   2   
# 1590   00000001000000000001   2   
# 1591   00000001000000000001   2   
# 1592   00000001000000000001   2   
# 1593   00000000000000000001   1   
# 1594   00000000000000000001   1   
# 1595   00000000000000000001   1   
# 1596   00000000000000000001   1   
# 1597   00000000000000000001   1   
# 1598   00000000000000000001   1   
# 1599   00000000000000000001   1   
# 1600   00000000000000000001   1   
# 1601   00000000000000000001   1   
# 1602   00000000000000000001   1   
# 1603   00000000000000000001   1   
# 1604   00000000000000000001   1   
# 1605   00000000000000000001   1   
# 1606   00000000000000000001   1   
# 1607   00000000000000000001   1   
# 1608   00000000000000000001   1   
# 1609   00000000000000000001   1   
# 1610   00000000000000000001   1   
# 1611   00000000000000000001   1   
# 1612   00000000000000000001   1   
# 1613   00000000000000000001   1   
# 1614   00000000000000000001   1   
# 1615   00000000000000000001   1   
# 1616   00000000000000000001   1   
# 1617   00000000000000000001   1   
# 1618   00000000000000000001   1   
# 1619   00000000000000000001   1   
# 1620   00000000000000000001   1   
# 1621   00000000000000000001   1   
# 1622   00000000000000000001   1   
# 1623   00000000000000000001   1   
# 1624   00000000000000000001   1   
# 1625   00000000000000000001   1   
# 1626   00000000000000000001   1   
# 1627   00000000000000000001   1   
# 1628   00000000000000000001   1   
# 1629   00000000000000000001   1   
# 1630   00000000000000000001   1   
# 1631   00000000000000000001   1   
# 1632   00000000000000000001   1   
# 1633   00000000000000000001   1   
# 1634   00000000000000000001   1   
# 1635   00000000000000000001   1   
# 1636   00000000000000000001   1   
# 1637   00000000000000000001   1   
# 1638   00000000000000000001   1   
# 1639   00000000000000000001   1   
# 1640   00000000000000000001   1   
# 1641   00000000000000000001   1   
# 1642   00000000000000000001   1   
# 1643   00000000000000000001   1   
# 1644   00000000000000000001   1   
# 1645   00000000000000000001   1   
# 1646   00000000000000000001   1   
# 1647   00000000000000000001   1   
# 1648   00000000000000000001   1   
# 1649   00000000000000000001   1   
# 1650   00000000000000000001   1   
# 1651   00000000000000000001   1   
# 1652   00000000000000000001   1   
# 1653   00000000000000000001   1   
# 1654   00000000000000000001   1   
# 1655   00000000000000000001   1   
# 1656   00000000000000000001   1   
# 1657   00000000000000000001   1   
# 1658   00000000000000000001   1   
# 1659   00000000000000000001   1   
# 1660   00000000000000000001   1   
# 1661   00000000000000000001   1   
# 1662   00000000000000000001   1   
# 1663   00000000000000000001   1   
# 1664   00000000000000000001   1   
# 1665   00000000000000000001   1   
# 1666   00000000000000000001   1   
# 1667   00000000000000000001   1   
# 1668   00000000000000000001   1   
# 1669   00000000000000000001   1   
# 1670   00000000000000000001   1   
# 1671   00000000000000000001   1   
# 1672   00000000000000000001   1   
# 1673   00000000000000000001   1   
# 1674   00000000000000000001   1   
# 1675   00000000000000000001   1   
# 1676   00000000000000000001   1   
# 1677   00000000000000000001   1   
# 1678   00000000000000000001   1   
# 1679   00000000000000000001   1   
# 1680   00000000000000000001   1   
# 1681   00000000010000000000   1   
# 1682   00000000010000000000   1   
# 1683   00000000010000000000   1   
# 1684   00000000010000000000   1   
# 1685   00000000010000000000   1   
# 1686   00000000010000000000   1   
# 1687   00000000010000000000   1   
# 1688   00000000010000000000   1   
# 1689   00000000010000000000   1   
# 1690   00000000010000000000   1   
# 1691   00000000010000000000   1   
# 1692   00000000010000000000   1   
# 1693   00000000010000000000   1   
# 1694   00000000010000000000   1   
# 1695   00000000010000000000   1   
# 1696   00000000010000000000   1   
# 1697   00000000010000000000   1   
# 1698   00000000010000000000   1   
# 1699   00000000010000000000   1   
# 1700   00000000010000000000   1   
# 1701   00000000010000000000   1   
# 1702   00000000010000000000   1   
# 1703   00000000010000000000   1   
# 1704   00000000010000000000   1   
# 1705   00000000010000000000   1   
# 1706   00000000010000000000   1   
# 1707   00000000010000000000   1   
# 1708   00000000010000000000   1   
# 1709   00000000010000000000   1   
# 1710   00000000010000000000   1   
# 1711   00000000010000000000   1   
# 1712   00000000010000000000   1   
# 1713   00000000010000000000   1   
# 1714   00000000010000000000   1   
# 1715   00000000010000000000   1   
# 1716   00000000010000000000   1   
# 1717   00000000010000000000   1   
# 1718   00000000010000000000   1   
# 1719   00000000010000000000   1   
# 1720   00000000010000000000   1   
# 1721   00000000010000000000   1   
# 1722   00000000010000000000   1   
# 1723   00000000010000000000   1   
# 1724   00000000010000000000   1   
# 1725   00000000010000000000   1   
# 1726   00000000010000000000   1   
# 1727   00000000010000000000   1   
# 1728   00000000010000000000   1   
# 1729   00000000010000000000   1   
# 1730   00000000010000000000   1   
# 1731   00000000010000000000   1   
# 1732   00000000010000000000   1   
# 1733   00000000010000000000   1   
# 1734   00000000010000000000   1   
# 1735   00000000010000000000   1   
# 1736   00000000010000000000   1   
# 1737   00000000010000000000   1   
# 1738   00000000010000000000   1   
# 1739   00000000010000000000   1   
# 1740   00000000010000000000   1   
# 1741   00000000010000000000   1   
# 1742   00000000010000000000   1   
# 1743   00000000010000000000   1   
# 1744   00000000010000000000   1   
# 1745   00000000010000000000   1   
# 1746   00000000010000000000   1   
# 1747   00000000010000000000   1   
# 1748   00000000010000000000   1   
# 1749   00000000010000000000   1   
# 1750   00000000010000000000   1   
# 1751   00000000010000000000   1   
# 1752   00000000010000000000   1   
# 1753   00000000010000000000   1   
# 1754   00000000010000000000   1   
# 1755   00000000010000000000   1   
# 1756   00000000010000000000   1   
# 1757   00000000010000000000   1   
# 1758   00000000010000000000   1   
# 1759   00000000010000000000   1   
# 1760   00000000010000000000   1   
# 1761   00000000010000000000   1   
# 1762   00000000010000000000   1   
# 1763   00000000010000000000   1   
# 1764   00000000010000000000   1   
# 1765   00000000010000000000   1   
# 1766   00000000010000000000   1   
# 1767   00000000010000000000   1   
# 1768   00000000010000000000   1   
# 1769   00000000010000000000   1   
# 1770   00000000010000000000   1   
# 1771   00000000010000000000   1   
# 1772   00000000010000000000   1   
# 1773   00000000010000000000   1   
# 1774   00000000010000000000   1   
# 1775   00000000010000000000   1   
# 1776   00000000010000000000   1   
# 1777   00000000010000000000   1   
# 1778   00000000010000000000   1   
# 1779   00000000010000000000   1   
# 1780   00000000010000000000   1   
# 1781   00000000010000000000   1   
# 1782   00000000010000000000   1   
# 1783   00000000010000000000   1   
# 1784   00000000010000000000   1   
# 1785   00000000010000000000   1   
# 1786   00000000010000000000   1   
# 1787   00000000010000000000   1   
# 1788   00000000010000000000   1   
# 1789   00000000010000000000   1   
# 1790   00000000010000000000   1   
# 1791   00000000010000000000   1   
# 1792   00000000010000000000   1   
# 1793   00000000010000000000   1   
# 1794   00000000010000000000   1   
